investor_id,investor_name,investment_num,total_funds_open,total_funds_closed,AUM,dry_powder,last_investment_type,last_investment_valuation,last_investment_size,last_investment_class,investments_last_5_yrs,investments_last_2_yrs,investments_last_12_months,investments_last_6_months,active_porfolio,exits,last_closed_fund_size,preferred_industry_1,preferred_industry_2,primary_investor_type,max_fund_size,median_fund_size,min_fund_size,fund_closed_num,total_investments_last_5_yrs,total_investments_last_2_yrs,total_investments_last_12_months,total_investments_last_6_months,total _active_portfolio,total_exits,total_investments
1835,Hyde Park Venture Partners,162,,4,220.00,89.24,Early Stage VC,,1.70,Venture Capital,82,29,17,9,55,54,30,Software,,Venture Capital,100.00,47.50,25.00,4,80,26,14,8,55,54,162
1836,Hydro-Quebec CapiTec,13,,1,80.00,,Later Stage VC,,,Venture Capital,,,,,1,7,57.9,Commercial Services,Computer Hardware,Corporate Venture Capital,57.90,57.90,57.90,,,,,,,7,13
1837,i-Hatch Ventures,48,,3,25.00,6.53,Seed Round,,0.87,Venture Capital,2,1,,,3,32,,Software,,Venture Capital,102.00,63.50,25.00,3,2,1,,,3,32,48
1838,i2E,260,,11,92.00,1.21,Seed Round,,0.25,Venture Capital,49,7,2,1,77,104,,Commercial Products,IT Services,Venture Capital,13.20,7.10,1.00,11,47,7,,,77,104,260
1839,lacocca Family Foundation,2,,,38.85,,Early Stage VC,,15.82,Venture Capital,,,,,1,1,,Pharmaceuticals and Biotechnology,Software,Family Office,,,,,,,,,,1,2
1840,Icahn Enterprises (NAS: IEP),33,,,63.00,,Merger/Acquisition,84.00,84.00,Corporate,4,2,,,1,23,,Consumer Products and Services (B2C),,Holding Company,,,,,4,2,,,,23,33
1841,iD Ventures America,86,,8,200.00,11.29,Seed Round,,,Venture Capital,10,5,3,2,18,52,50,Commercial Products,Communications and Networking,Venture Capital,260.00,40.00,2.50,8,10,4,2,,18,52,86
1842,Idea Foundry,155,,,15.00,,Later Stage VC,21.00,8.25,Venture Capital,15,1,,,84,65,,Agriculture,Business Products and Services (B2B),Not-For-Profit Venture Capital,,,,,15,,,,84,65,155
1843,IDEA Fund Partners,103,,6,58.90,11.58,Later Stage VC,13.11,3.40,Venture Capital,44,18,11,6,31,23,23.70,Business Products and Services (B2B),Financial Services,Venture Capital,23.70,13.63,2.50,6,41,17,9,6,31,23,103
1844,Ideas & Capital,28,,2,47.73,,Early Stage VC,132.00,32.00,Venture Capital,7,1,,,17,9,32.00,Agriculture,Education and Training Services (B2B),Venture Capital,32.00,20.18,8.37,2,7,,,,17,9,28
1845,IDP Foundation,1,,,51.05,,Early Stage VC,34.86,9.86,Venture Capital,1,,,,1,,,Consumer Durables,Software,Other,,,,,,,,,1,,
1846,IDrive Ventures,8,,1,10.00,0.88,Early Stage VC,55.00,15.00,Venture Capital,3,1,1,,3,4,10.00,Software,,Corporate Venture Capital,10.00,10.00,10.00,,3,,,,3,4,8
1847,iFly.vc,23,,2,95.00,32.20,Later Stage VC,,,Venture Capital,14,5,4,2,9,9,46,Consumer Durables,Other Business Products and Services,Venture Capital,46.00,46.00,46.00,2,13,5,3,,9,9,23
1848,Ignite Farm,15,,2,10.00,,Later Stage VC,168.00,1.00,Venture Capital,2,,,,7,8,,Consumer Non-Durables,Software,Venture Capital,10.00,10.00,10.00,2,,,,,7,8,15
1849,lkove,24,,1,25.00,2.07,Early Stage VC,,0.23,Venture Capital,14,4,1,,16,1,10.00,,,Venture Capital,10.00,10.00,10.00,,14,3,,,16,,24
1850,Illinois Government,5,,1,78.00,5.17,Later Stage VC,,0.15,Venture Capital,,,,,2,2,78.00,Commercial Services,Pharmaceuticals and Biotechnology,Government,78.00,78.00,78.00,,,,,,2,2,5
1851,Illinois Institute of Technology Endowment,,,,243.00,,,,,,,,,,,1,,Commercial Services,IT Services,Corporation,,,,,,,,,,,
1852,lllumina Accelerator,48,,1,40.00,3.50,Accelerator/Incubator,6.00,,Other,33,13,5,4,39,5,40,Agriculture,Pharmaceuticals and Biotechnology,Accelerator/Incubator,40.00,40.00,40.00,,32,13,4,,39,5,48
1853,Illuminate Financial Management,45,,2,75.00,73.70,Later Stage VC,,200.00,Venture Capital,42,22,17,8,29,2,100,Business Products and Services (B2B),Capital Markets/Institutions,Venture Capital,100.00,75.00,50.00,2,40,22,14,5,29,2,45
1854,Imagen Capital Partners,11,,1,150.00,30.58,Early Stage VC,9.49,8.50,Venture Capital,10,1,1,,7,2,150,Software,,Venture Capital,150.00,150.00,150.00,,9,,1,,7,2,11
1855,Impact America Fund,30,,2,33.00,30.60,Later Stage VC,"1,000.00",130.00,Venture Capital,19,13,7,3,14,6,55.23,Business Products and Services (B2B),Business/Productivity Software,Venture Capital,55.23,32.61,10.00,2,19,13,6,,14,6,30
1856,Impact Capital (New York),4,,1,21.00,1.84,Later Stage VC,,3.02,Venture Capital,4,2,1,,4,1,21.00,Distributors/Wholesale,,Venture Capital,21.00,21.00,21.00,,4,,,,4,,4
1857,Impact Foundation,4,,,250.00,,Early Stage VC,,,Venture Capital,,,,,4,,,Consume,Durables,Impact Investing,,,,,,,,,4,,4
1858,Impact Venture Capital,46,,2,27.00,8.18,Early Stage VC,,,Venture Capital,32,16,9,6,32,6,4.20,Media,Media and Information Services (B2B),Venture Capital,25.00,14.60,4.20,2,30,16,8,4,32,6,46
1859,Impala Ventures,15,,,21.00,,Later Stage VC,250.00,52.00,Venture Capital,12,6,5,3,15,,,Business Products and Services (B2B),Software,Venture Capital,,,,,12,6,4,3,15,,15
1860,ln-Q-Tel,404,,1,100.00,,Later Stage VC,,20.00,Venture Capital,117,66,36,21,141,205,,Aerospace and Defense,Information Technology,Not-For-Profit Venture Capital,,,,,115,62,33,15,141,205,404
1861,lncipio Ventures,1,,,10.00,,Seed Round,3.80,0.25,Venture Capital,,,,,1,,,Business Products and Services (B2B),Information Technology,Venture Capital,,,,,,,,,1,,
1862,Independence Equity Management,14,,1,11.00,0.22,Later Stage VC,40.00,15.00,Venture Capital,,,,,2,8,11.00,Commercial Products,Communications and Networking,Venture Capital,11.00,11.00,11.00,,,,,,2,8,14
1863,Independent Community Bankers of America,17,,1,148.55,,Later Stage VC,65.00,20.00,Venture Capital,16,6,4,1,13,1,,Other Commercial Banks,Other Financial Services,Corporation,,,,,16,6,2,,13,,17
1864,Indiana Economic Development Corporation,48,,3,100.50,0.67,Buyout/LBO,,,Private Equity,12,6,1,,37,9,5.50,Aerospace and Defense,Agriculture,Government,9.50,5.50,1.00,3,11,6,,,37,9,48
1865,Indiana Lumbermens Mutual lnsurance Company,,,,37.21,,,,,,,,,,,1,,Other Financial Services,,Limited Partner,,,,,,,,,,,
1866,Indiana State University,1,,,47.08,,Accelerator/Incubator,,,Other,,,,,1,,,Chemicals and Gases,Commercial Services,Accelerator/Incubator,,,,,,,,,,,
1867,Indicator Ventures,64,,4,50.00,50.02,Early Stage VC,120.00,20.00,Venture Capital,32,17,11,6,32,15,50,Business Products and Services (B2B),Information Services (B2C),Venture Capital,50.00,19.70,7.00,4,30,16,10,5,32,15,64
1868,IndusAge Partners,22,,3,57.30,14.98,Later Stage VC,112.00,60.00,Venture Capital,7,3,1,,,21,57.33,Commercial Services,Software,Venture Capital,57.33,57.33,57.33,3,7,2,,,,21,22
1869,iNetworks Advisors,28,,5,24.00,5.69,Early Stage VC,,,Venture Capital,3,2,1,1,10,17,,Pharmaceuticals and Biotechnology,Software,Venture Capital,30.00,19.50,5.00,5,3,2,,,10,17,28
1870,Infield Capital,14,,1,50.00,1.50,Later Stage VC,80.00,20.00,Venture Capital,1,,,,4,5,50,Commercial Products,Materials and Resources,Venture Capital,50.00,50.00,50.00,,,,,,4,5,14
1871,lnFocus Capital Partners,12,,1,10.73,4.21,Early Stage VC,22.00,11.00,Venture Capital,9,4,1,,11,,10.73,Healthcare Technology Systems,Pharmaceuticals and Biotechnology,Venture Capital,10.73,10.73,10.73,,9,4,,,11,,12
1872,Information Venture Partners,65,,3,191.00,,Later Stage VC,,12.55,Venture Capital,24,9,6,4,15,27,101.00,Business Products and Services (B2B),Software,Venture Capital,101.00,78.94,75.00,3,23,9,5,1,15,27,65
1873,Inner loop Capital,37,,2,21.70,14.51,Later Stage VC,74.08,14.08,Venture Capital,33,20,9,3,28,4,19.05,Commercial Services,IT Services,Venture Capital,19.05,10.83,2.60,2,33,18,9,2,28,4,37
1874,lnnerProduct Partners,10,,1,5.99,0.84,Early Stage VC,21.00,11.00,Venture Capital,4,1,,,6,3,5.99,Computer Hardware,Energy,Venture Capital,5.99,5.99,5.99,,4,1,,,6,3,10
1875,lnnogest Capital,77,,3,219.97,95.52,PIPE,,30.00,Other,22,5,3,1,27,26,95.52,Accessories,Financial Services,Venture Capital,113.00,95.52,52.86,3,21,5,2,,27,26,77
1876,Innosphere Fund,8,,1,6.00,1.29,Seed Round,,2.25,Venture Capital,7,2,1,1,5,2,7.00,Business Products and Services (B2B),Energy,Venture Capital,7.00,7.00,7.00,,7,2,,,5,2,8
1877,lnnoSpring,43,,2,6.50,0.11,Seed Round,10.00,4.00,Venture Capital,7,2,1,,16,23,5.00,Software,,Venture Capital,5.00,3.25,1.50,2,6,2,,,16,23,43
1878,lnnova Memphis,228,,4,51.30,6.60,Early Stage VC,6.35,6.35,Venture Capital,107,41,23,14,69,61,31.31,Agriculture,Business/Productivity Software,Venture Capital,31.31,20.00,2.50,4,106,39,19,10,69,61,228
1879,lnnovacorp,229,,1,102.73,,Seed Round,,3.29,Venture Capital,88,18,10,5,115,53,,Energy,Healthcare,Venture Capital,46.95,46.95,46.95,,87,17,8,2,115,53,229
1880,Innovate BC,38,,1,109.98,,Grant,,0.11,Other,16,7,2,1,24,13,75.75,Media,Software,Government,75.75,75.75,75.75,,15,7,,,24,13,38
1881,Innovate Partners,27,,1,23.49,1.17,Buyout/lBO,,,Private Equity,4,,,,7,15,23.49,Commercial Services,,PE/Buyout,23.49,23.49,23.49,,4,,,,7,15,27
1882,Innovation Capital Advisors,38,,2,23.00,0.19,PE Growth/Expansion,,,Private Equity,2,1,,,2,30,13.00,Semiconductors,Software,Venture Capital,13.00,11.50,10.00,2,2,,,,2,30,38
1883,Innovation Fund America,55,,1,2.70,,Grant,,2.03,Other,20,1,,,41,13,2.70,Healthcare Devices and Supplies,Software,Not-For-Profit Venture Capital,2.70,2.70,2.70,,17,,,,41,13,55
1884,Innovation Global Capital,34,,2,9.80,1.70,Seed Round,,5.63,Venture Capital,24,17,10,,20,11,,Apparel and Accessories,Other Commercial Services,Venture Capital,9.80,9.80,9.80,2,22,14,9,2,20,11,34
1885,Innovation Works,531,,5,63.00,3.67,Seed Round,,0.10,Venture Capital,209,94,43,22,200,170,4.00,Computer Hardware,Consumer Durables,Venture Capital,23.70,13.85,4.00,5,205,88,38,17,200,170,531
1886,Innovative Capital Advisors,,,1,50.00,1.33,,,,,,,,,,,7.00,,,Lender/Debt Provider,7.00,7.00,7.00,,,,,,,,
1887,Innovative Ventures,10,,11,215.00,89.68,later Stage VC,,1.30,Venture Capital,,,,,3,9,120.00,Chemicals and Gases,Commercial Products,Venture Capital,280.00,30.00,4.00,11,,,,,3,9,10
1888,lnnoVentures Capital Partners,51,,3,13.00,0.00,Accelerator/Incubator,,,Other,1,,,,1,44,14.00,Software,,Venture Capital,14.00,10.00,5.00,3,,,,,,44,51
1889,Inova Strategic Investments,18,,1,150.00,0.00,later Stage VC,"2,560.00",325.00,Venture Capital,14,3,2,1,11,1,150,Healthcare Technology Systems,Pharmaceuticals and Biotechnology,Corporate Venture Capital,150.00,150.00,150.00,,14,3,,,11,,18
1890,INP Capital,16,,,70.00,,Early Stage VC,,7.30,Venture Capital,15,10,6,4,13,1,,Business Products and Services (B2B),Communications and Networking,Venture Capital,,,,,15,10,5,3,13,,16
1891,Inqvest Partners,,,1,100.00,0.00,,,,,,,,,,,100,Asset Management,Insurance,Venture Capital,100.00,100.00,100.00,1,,,,,,,
1892,InTeahouse,3,,2,150.00,30.43,Seed Round,18.31,10.36,Venture Capital,3,1,,,2,1,125,Commercial Products,Software,Venture Capital,125.00,77.50,30.00,2,3,1,,,2,,3
1893,Integrated,8,,,47.50,,Early Stage VC,272.20,82.10,Venture Capital,8,7,5,,5,1,,Commercial Products,Commercial Services,Venture Capital,,,,,8,7,5,,5,,8
1894,Integrated Ag,,,1,31.90,7.50,,,,,,,,,,,36.96,Agriculture,Real Estate Services (B2C),PE/Buyout,36.96,36.96,36.96,,,,,,,,
1895,Interact for Health,3,,,220.25,,Early Stage VC,,1.60,Venture Capital,,,,,,3,,Healthcare Technology Systems,,Not-For-Profit Venture Capital,,,,,,,,,,3,3
1896,Interbank Group,2,,,10.00,,Debt - General,,120.00,Debt,,,,,,1,,Consumer Non-Durables,Energy,PE/Buyout,,,,,,,,,,,2
1897,Intercept Ventures,48,,3,175.00,4.61,Later Stage VC,,7.00,Venture Capital,8,4,2,,10,20,175,Communications and Networking,Energy,Venture Capital,200.00,175.00,7.50,3,8,2,2,,10,20,48
1898,Intersection Fintech Ventures,10,,2,110.00,75.89,Early Stage VC,590.00,60.00,Venture Capital,10,10,10,4,10,1,4.62,Financial Services,,Venture Capital,105.96,55.29,4.62,2,10,10,10,2,10,,10
1899,InterVen Partners,3,,1,51.00,0.00,Later Stage VC,25.49,2.50,Venture Capital,,,,,,3,51.00,Computer Hardware,Software,Venture Capital,51.00,51.00,51.00,,,,,,,3,3
1900,Intrinsic Capital Partners,8,,2,102.00,,PE Growth/Expansion,,11.50,Private Equity,5,3,2,2,6,,102.00,Commercial Products,Healthcare,Growth/Expansion,102.00,102.00,102.00,2,5,3,2,2,6,,8
1901,Intrinsic Venture Capital,1,,,70.00,,Joint Venture,,,Private Equity,1,1,1,1,1,,,Real Estate Services (B2C),,PE/Buyout,,,,,1,1,1,1,1,,1
1902,Intuitive Ventures,4,,1,100.00,88.00,Later Stage VC,,10.00,Venture Capital,4,4,3,2,3,,100,Healthcare Devices and Supplies,,Corporate Venture Capital,100.00,100.00,100.00,,4,4,3,2,3,,4
1903,Invemed Associates,15,,1,140.00,0.00,Later Stage VC,197.77,61.77,Venture Capital,1,,,,,13,140,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Investment Bank,140.00,140.00,140.00,,,,,,,13,15
1904,invencor,14,,1,60.00,0.00,Later Stage VC,80.82,7.00,Venture Capital,,,,,,12,60,Pharmaceuticals and Biotechnology,Software,Venture Capital,60.00,60.00,60.00,,,,,,,12,14
1905,lnvenshure,8,,1,0.45,0.04,Early Stage VC,,10.20,Venture Capital,1,1,1,,5,3,0.46,Healthcare Technology Systems,Software,Accelerator/Incubator,0.46,0.46,0.46,,,,,,5,3,8
1906,InventionShare,,,,10.00,,,,,,,,,,,,,Commercial Transportation,Healthcare Devices and Supplies,Venture Capital,,,,,,,,,,,
1907,Inverdale Capital Management,4,,1,54.20,,Joint Venture,,,Other,3,1,,,2,1,,Commercial Products,Other Business Products and Services,Asset Manager,57.18,57.18,57.18,1,3,1,,,2,1,4
1908,Invest Michigan,101,,2,15.00,0.00,Early Stage VC,,2.00,Venture Capital,62,13,3,,31,22,1.00,Healthcare Devices and Supplies,Materials and Resources,Venture Capital,14.00,7.50,1.00,2,59,12,,,31,22,101
1909,InvestEco Capital,52,,6,100.00,,Early Stage VC,,6.20,Venture Capital,20,11,8,4,15,19,71.49,Agriculture,Exploration,Growth/Expansion,71.49,19.46,10.33,6,20,11,6,3,15,19,52
1910,Invested Development,21,,2,20.00,0.42,Seed Round,28.17,6.76,Venture Capital,3,2,1,1,10,8,20.00,Software,,Venture Capital,20.00,10.21,0.43,2,3,2,,,10,8,21
1911,Iowa Capital Investment Corporation,,,1,100.00,0.00,,,,,,,,,,,100,,,Limited Partner,100.00,100.00,100.00,,,,,,,,
1912,IPS Strategic Capital,,,,69.39,,,,,,,,,,,,,,,Hedge Fund,,,,,,,,,,,
1913,IPV Capital,93,,6,240.00,127.42,Early Stage VC,,,Venture Capital,32,17,12,8,41,40,75.68,Materials and Resources,Semiconductors,Venture Capital,"1,337.89",75.68,75.00,6,31,17,12,7,41,40,93
1914,Irene W. & C. B. Pennington Foundation,1,,,164.91,,Grant,,0.50,Other,1,,,,1,,,,,Corporation,,,,,1,,,,,,
1915,Iron Harbor Capital Management,,,1,12.00,,,,,,,,,,,,,,,Hedge fund,,,,,,,,,,,
1916,lronspring Ventures,13,,1,61.00,32.70,Later Stage VC,,9.00,Venture Capital,13,12,9,7,11,1,61,Building Products,Commercial Transportation,Venture Capital,61.00,61.00,61.00,,13,12,9,6,11,,13
1917,ISA Ventures,30,,2,17.00,14.00,Early Stage VC,,8.00,Venture Capital,26,26,18,6,29,,20.00,Aerospace and Defense,Agriculture,Venture Capital,20.00,10.85,1.70,2,26,25,15,4,29,,30
1918,iSelect Fund,105,,1,250.00,,Later Stage VC,,25.80,Venture Capital,82,41,21,9,53,13,,Agriculture,Healthcare,Venture Capital,250.00,250.00,250.00,,79,40,16,5,53,13,105
1919,Island Capital Funds,1,,1,3.80,0.77,Seed Round,,0.87,Venture Capital,1,1,,,1,,3.80,Commercial Products,Electronics (B2C),Family Office,3.80,3.80,3.80,,,1,,,,,
1920,Island Capital Partners,15,,,3.36,,Seed Round,8.00,1.66,Venture Capital,15,3,2,,7,2,,Software,,Angel Group,,,,,15,3,,,7,2,15
1921,lssroff Family Foundation,1,,,10.16,,Grant,,,Other,,,,,1,,,Services (Non-Financial),,Limited Partner,,,,,,,,,,,
1922,Iterative Capital,2,,1,1.40,0.14,Seed Round,,2.20,Venture Capital,2,2,1,1,2,,1.40,Communications and Networking,IT Services,Venture Capital,1.40,1.40,1.40,,2,2,,,2,,2
1923,Iterative Venture,1,,,1.00,,Early Stage VC,7.00,1.13,Venture Capital,1,1,1,1,1,,,Information Technology,,Angel Group,,,,,,,,,,,
1924,IU Ventures,80,,2,21.00,0.00,Seed Round,,2.80,Venture Capital,57,28,11,5,44,16,10.00,Business Products and Services (B2B),Healthcare,Venture Capital,11.00,10.50,10.00,2,56,28,8,5,44,16,80
1925,Ivy Capital Partners,30,,2,25.00,0.00,Buyout/LBO,,,Private Equity,,,,,2,20,25.00,Healthcare Devices and Supplies,Healthcare Services,PE/Buyout,30.00,27.50,25.00,2,,,,,2,20,30
1926,J M Kaplan Fund,1,,,136.76,,Seed Round,,3.13,Venture Capital,1,1,,,1,,,,,Venture Capital,,,,,1,1,,,1,,1
1927,J2 Ventures,12,,1,75.00,37.80,Early Stage VC,,7.15,Venture Capital,10,7,5,2,10,,54,Aerospace and Defense,Energy,Venture Capital,54.00,54.00,54.00,,10,6,5,2,10,,12
1928,Jacobs Capital Group,3,,1,125.00,11.15,Buyout/lBO,21.45,21.45,Private Equity,,,,,,3,125,Commercial Products,Communications and Networking,Fund of Funds,125.00,125.00,125.00,1,,,,,,3,3
1929,Jacobson Family Foundation,1,,,42.31,,Buyout/lBO,,,Private Equity,1,1,,,1,,,,,Family Office,,,,,1,1,,,1,,1
1930,Jah Realty,,,1,110.00,0.00,,,,,,,,,,,110,Buildings and Property,Real Estate Services (B2C),Real Estate,110.00,110.00,110.00,,,,,,,,
1931,James Madison University Foundation,3,,,116.60,,Early Stage VC,27.00,8.00,Venture Capital,2,,,,2,1,,Commercial Services,Consumer Durables,Limited Partner,,,,,2,,,,2,,3
1932,Jarvinian Ventures,,,1,84.50,0.16,,,,,,,,,,,80.00,,,Venture Capital,80.00,80.00,80.00,,,,,,,,
1933,JatoTech Ventures,18,,1,60.00,1.44,later Stage VC,,4.50,Venture Capital,,,,,,6,57,Communications and Networking,Semiconductors,Venture Capital,57.00,57.00,57.00,,,,,,,6,18
1934,JAWS Estates Capital,5,,,80.00,,Early Stage VC,300.00,15.00,Venture Capital,5,4,4,4,3,5,,Business Products and Services (B2B),Communications and Networking,Family Office,,,,,5,4,4,,3,5,5
1935,JDM Partners,1,,5,125.70,128.57,later Stage VC,121.00,32.50,Venture Capital,,,,,1,1,76.8,Buildings and Property,Real Estate Services (B2C),Real Estate,135.00,75.40,35.00,5,,,,,1,1,1
1936,Jeff Kearl,24,,,a.so,,Seed Round,7.61,2.88,Venture Capital,3,1,,,10,13,,Software,,Angel (individual),,,,,3,1,,,10,13,24
1937,Jeffrey Wilke,24,,,164.00,,later Stage VC,725.00,75.00,Venture Capital,20,14,10,7,17,3,,Software,,Angel (individual),,,,,20,14,9,3,17,3,24
1938,Jennifer Rubio,12,,,130.00,,later Stage VC,,50.00,Venture Capital,12,6,4,3,11,,,Retail,,Angel (individual),,,,,12,5,4,2,11,,12
1939,Jere Doyle Enterprises,58,,3,26.10,,later Stage VC,160.00,31.80,Venture Capital,25,9,3,,40,17,4.6,Software,,Angel Group,24.97,4.60,0.85,3,24,8,2,,40,17,58
1940,Jeremy Stoppelman,60,,,241.00,,Early Stage VC,,20.00,Venture Capital,15,10,4,2,28,22,,Software,,Angel (individual),,,,,14,8,3,2,28,22,60
1941,Jericho Capital,15,,,100.00,,later Stage VC,"2,000.00",85.00,Venture Capital,2,1,1,,4,10,,Application Software,Automation/Workflow Software,Family Office,,,,,1,,,,4,10,15
1942,Jewelers of America,1,,,57.05,,Merger/Acquisition,,,Corporate,,,,,,,,Commercial Services,Media,Other,,,,,,,,,,,
1943,Jewish Federations Of North America,,,,84.03,,,,,,,,,,,,,,,Other,,,,,,,,,,,
1944,Jewish Foundation of Cincinnati,1,,,109.19,,Merger/Acquisition,,,Corporate,,,,,,1,,Healthcare Services,,Corporation,,,,,,,,,,,
1945,JH Whitney Investment Management,1,,1,111.20,,later Stage VC,10.75,8.75,Venture Capital,,,,,1,,,Financial Services,,Asset Manager,,,,,,,,,,,
1946,Jina Ventures,15,,1,50.00,0.00,later Stage VC,52.00,8.00,Venture Capital,1,,,,2,13,50,Commercial Products,Software,Venture Capital,50.00,50.00,50.00,,,,,,2,13,15
1947,Jll Spark,56,,1,100.00,,later Stage VC,"1,900.00",240.00,Venture Capital,56,33,24,12,33,2,,Construction and Engineering,Other Commercial Services,Corporate Venture Capital,,,,,56,32,20,10,33,2,56
1948,Joe W. And Dorothy Dorsett Brown Foundation,3,,,91.93,,Early Stage VC,48.19,5.89,Venture Capital,,,,,2,,,Healthcare Devices and Supplies,,Venture Capital,,,,,,,,,2,,3
1949,John Battelle,27,,,17.17,,Early Stage VC,46.00,21.00,Venture Capital,4,1,1,,9,18,,Software,,Angel (individual),,,,,3,,,,9,18,27
1950,Johnson Memorial Hospital Foundation,2,,,105.71,,PE Growth/Expansion,,7.00,Venture Capital,,,,,,1,,Healthcare Services,,Limited Partner,,,,,,,,,,,2
1951,Johnson Venture Partners,33,,1,5.00,,Seed Round,,1.00,Individual,22,11,2,,27,4,,Beverages,Food Products,Venture Capital,5.00,5.00,5.00,,22,11,2,,27,4,33
1952,Jordan French,23,,,2.00,,Early Stage VC,,4.00,Venture Capital,11,6,,,19,6,,,,Angel (individual),,,,,11,5,,,19,6,23
1953,Joseph Gunnar & Co.,3,,2,60.50,,Later Stage VC,"1,000.00",53.10,Venture Capital,1,,,,,1,32.27,Pharmaceuticals and Biotechnology,,Investment Bank,32.27,30.24,28.22,2,1,,,,,1,3
1954,Joshua James,23,,,0.60,,Later Stage VC,,69.00,Venture Capital,6,4,3,1,9,10,,Software,,Angel (individual),,,,,6,4,3,,9,10,23
1955,Joule Ventures,50,,4,120.00,1.04,Later Stage VC,12.53,0.83,Venture Capital,22,8,5,3,13,17,65,Business/Productivity Software,IT Services,Venture Capital,65.00,7.50,5.00,4,22,8,4,3,13,17,so
1956,Joyce and Don Massey Family Foundation,1,,,18.44,,Grant,,7.00,Other,,,,,1,,,Biotechnology,,Limited Partner,,,,,,,,,,,
1957,JSLHealth Capital,,,1,40.70,28.48,,,,,,,,,,,40.68,Healthcare,,Venture Capital,40.68,40.68,40.68,1,,,,,,,
1958,JTS Capital Group,1,,3,205.50,97.46,Early Stage VC,65.00,22.00,Venture Capital,1,,,,1,,110,Services (Non-Financial),,Asset Manager,110.00,67.00,28.51,3,,,,,,,
1959,JumpStart,336,,8,40.00,7.02,Later Stage VC,,9.00,Venture Capital,78,30,20,9,153,94,10.00,Business Products and Services (B2B),Healthcare Devices and Supplies,Venture Capital,20.00,9.50,2.30,8,75,27,14,3,153,94,336
1960,Juniper Capital,,,1,3.70,,,,,,,,,,,,3.7,Capital Markets/Institutions,Construction and Engineering,Lender/Debt Provider,3.70,3.70,3.70,,,,,,,,
1961,Juvenile Diabetes Research Foundation,19,,,201.59,,Later Stage VC,39.75,23.75,Venture Capital,11,,,,12,3,,Healthcare Devices and Supplies,Pharmaceuticals and Biotechnology,Limited Partner,,,,,10,,,,12,3,19
1962,JWB Real Estate Capital,,,1,3.17,0.18,,,,,,,,,,,3.17,,,Real Estate,3.17,3.17,3.17,,,,,,,,
1963,K2 Global,29,,4,183.00,45.69,Early Stage VC,40.00,10.00,Venture Capital,20,5,4,2,16,13,5.18,Other Information Technology,Software,Venture Capital,183.00,5.13,1.72,4,19,5,4,,16,13,29
1964,K5 Ventures,77,,1,23.60,2.36,Later Stage VC,,5.69,Venture Capital,9,2,,,32,34,23.6,Commercial Products,Healthcare Devices and Supplies,Venture Capital,23.60,23.60,23.60,,9,2,,,32,34,77
1965,K9 Ventures,74,,3,82.00,13.46,Seed Round,25.00,5.00,Individual,33,12,5,4,19,24,42,Software,,Venture Capital,42.00,40.00,6.25,3,30,11,4,4,19,24,74
