investor_id,investment_num,total_funds_open,total_funds_closed,AUM,dry_powder,last_investment_type,last_investment_valuation,last_investment_size,last_investment_class,investments_last_5_yrs,investments_last_2_yrs,investments_last_12_months,investments_last_6_months,active_porfolio,exits,last_closed_fund_size,preferred_industry,max_fund_size,median_fund_size,min_fund_size,fund_closed_num,total_investments_last_5_yrs,total_investments_last_2_yrs,total_investments_last_12_months,total_investments_last_6_months,total _active_portfolio,total_exits,total_investments,primary_investor_type
1511,69,,,20.00,0.00,Early Stage VC,,20.00,Venture Capital,46,13,,3,39,8,20.00,"Software, Transportation",20.00,20.00,20.00,,45,9,4,3,39,8,69,Venture Capital
1512,29,,,70.00,,Later Stage VC,75.67,25.67,Venture Capital,4,,,1,10,18,,"Energy, Information Technology",,,,,4,,1,,10,18,29,Venture Capital
1513,25,,,22.50,,Later Stage VC,136.37,36.37,Venture Capital,14,4,,1,14,6,22.50,"Business Products and Services (82B), Energy",22.50,22.50,22.50,,13,4,2,,14,6,25,Venture Capital
1514,43,,2,225.50,99.68,Later Stage VC,,4.00,Venture Capital,35,19,11,6,25,,32.50,Commercial Products,193.00,112.75,32.50,2,35,18,10,3,25,5,43,Venture Capital
1515,51,,1,197.97,,Later Stage VC,,22.70,Venture Capital,30,15,4,2,15,19,,Energy,197.97,197.97,197.97,,30,13,4,2,15,19,51,Corporate Venture Capital
1516,61,,3,139.50,37.22,Seed Round,38.00,8.00,Venture Capital,42,21,11,6,34,10,60,Software,60.00,47.50,32.00,3,42,19,10,6,34,10,61,Venture Capital
1517,,,,100.00,,Secondary Transaction,,,Private Equity,,,,,,,,,,,,,,,,,,,,Corporation
1518,,,,92.83,0.00,Later Stage VC,6.00,1.50,Venture Capital,,,,,,,35.50,,35.50,35.50,35.50,,,,,,,,,Fund of Funds
1519,13,,,106.00,,Later Stage VC,105.12,21.12,Venture Capital,8,2,,1,5,4,,"Commercial T,anspon:ation, Energy Infrastructure, Energy Transportation, Other Information Technology, Software, T",,,,,8,2,2,,5,4,13,Corporate Venture Capital
1520,,,2,100.00,4.18,Early Stage VC,,4.00,Venture Capital,,,,,,,100,"Apparel and Accessories, Commercial Products, Commercial Services., Commercial Transportation, Consumer Durable",100.00,100.00,100.00,2,,,,,,,,Accelerator/Incubator
1521,24,,,20.00,7.85,Later Stage VC,140.00,45.00,Venture Capital,23,12,7,5,22,,20.01,Software,20.01,20.01,20.01,,23,12,5,3,22,,24,Venture Capital
1522,11,,,55.00,,Early Stage VC,,2.90,Venture Capital,3,,,,6,4,,"Business Products and Services (B2B), Consumer Products and Services (82C), Software",,,,,2,,,,6,4,11,Angel Group
1523,3,,2,4.25,0.41,Later Stage VC,14.28,5.14,Venture Capital,,,,,,,3.00,"Healthcare Technology Systems, Software",3.00,2.13,1.25,2,,,,,2,,3,Accelerator/Incubator
1524,45,,6,127.30,25.98,Buyout/LBO,,,Private Equity,,,,,6,27,18.27,"Capital Markets/lnscitutions, Containers and Packaging, Healthcare Devices and Supplies, Healthcare Services, IT Serv",72.70,36.35,2.50,6,,,,,6,27,45,PE/Buyout
1525,13,,,100.00,7.47,Later Stage VC,"1,000.00",140.00,Venture Capital,6,,,,7,,100.00,Software,100.00,100.00,100.00,,6,,,,7,5,13,Venture Capital
1526,,,,125.00,,,,,,,,,,,,,,,,,1,,,,,,,,Venture Capital
1527,86,,3,116.00,9.48,Early Stage VC,,,Venture Capital,,,,,11,51,,"Commercial Services, Software",650.00,383.00,116.00,3,1,,,,11,51,86,"
Venture Capital"
1528,,,,30.24,,,,,,,,,,,,,,,,,,,,,,,,,Hedge Fund
1529,25,,3,142.60,32.12,Later Stage VC,,23.00,Venture Capital,,,,,6,19,62,"Commercial Banks, Other Financial Services",80.30,62.00,28.30,3,,,,,6,19,25,Asset Manager
1530,8,,2,99.00,32.01,Buyout/LBO,,,Private Equity,,,,,,8,,"Commercial Banks, Other Business Products and Services, Other Financial Services, Transportation",98.99,98.99,98.99,2,,,,,1,8,8,PE/Buyout
1531,142,,3,200.00,13.55,Later Stage VC,,,Venture Capital,65,28,19,10,55,62,200,"Business Products and Services (B2B), Energy Services, Information Technology",200.00,60.35,43.84,3,64,28,16,9,55,62,142,Corporate Venture Capital
1532,61,,,5.00,,Early Stage VC,6.59,1.43,Venture Capital,53,46,28,13,60,3,,"Communications and Networking, Computer Hardware, Healthcare Devices and Supplies, Healthcare Services, Health",,,,,53,43,20,10,60,3,61,Venture Capital
1533,6,,4,200.00,80.87,Seed Round,10.00,2.00,Venture Capital,3,,,,,,100,"Commercial Services, Media, Software",100.00,87.50,25.00,4,3,,,,3,5,6,Venture Capital
1534,13,,,20.00,,Early Stage VC,,,Venture Capital,12,,,,8,2,,"Buildings and Property, Commercial Transportation, Distributors/Wholesale (B2C), Education and Training Services (B",,,,,12,,,,8,2,13,Venture Capital
1535,44,,,1.00,0.45,Early Stage VC,48.81,13.81,Venture Capital,36,32,11,7,39,3,1,Information Technology,1.00,1.00,1.00,,36,30,10,6,39,3,44,"Venture Capital
"
1536,1,,,9.95,,Later Stage VC,111.77,22.03,Venture Capital,,,,,,,,Software,,,,,,,,,,1,1,Limited Partner
1537,3,,,197.31,,Grant,,0.03,Other,,,,,2,1,,"Commercial Services, IT Services, Services (Non·Financial)",,,,,,,,,2,,3,limited Partner
1538,24,,9,136.90,0.00,Early Stage VC,62.00,12.00,Venture Capital,3,,,,7,15,0.01,"Commercial Services, Services (Non·Financial), Software",0.02,0.00,0.01,9,3,,,,7,15,24,Venture Capital
1539,12,,,150.00,29.17,Early Stage VC,49.37,12.13,Venture Capital,,,,,7,4,50,"Media, Security Services (B2B)",50.00,50.00,50.00,,,,,,7,4,12,Venture Capital
1540,,,,173.75,,Merger/Acquisition,15.00,15.00,Corporate,,,,,,,,Insurance,,,,,1,,,,,,,Corporation
1541,57,,,6.10,,Later Stage VC,,2.43,Venture Capital,25,12,6,4,34,10,6.1,"Aerospace and Defense, Agriculture, Alternative Energy Equipment, Building Products, Chemicals and Gases, Comme",6.10,6.10,6.10,,25,11,5,3,34,10,57,Venture Capital
1542,20,,,130.00,,Later Stage VC,,20.00,Venture Capital,12,,4,,8,4,,"Healthcare Devices and Supplies, Healthcare Technology Systems",130.00,130.00,130.00,,11,5,4,3,8,4,20,Growth/Expansion
1543,10,,,100.00,39.86,Early Stage VC,81.47,26.47,Venture Capital,10,,2,,8,,100,"Business Products and Services (B2B), Consumer Non·Durables, Retail, Software",100.00,100.00,100.00,,10,5,2,,8,,10,Venture Capital
1544,,,,129.36,0.00,,,,,,,,,,,3,,3.00,3.00,3.00,,,,,,,,,Asset Manager
1545,79,,2,215.00,4.74,Later Stage VC,,5.33,Venture Capital,7,1,,,11,44,90,"Healthcare Technology Systems, Pharmaceuticals and Biotechnology, Software",125.00,107.50,90.00,2,7,,,,11,44,79,Venture Capital
1546,108,,5,40.00,7.01,Later Stage VC,,,Venture Capital,36,13,6,4,39,31,25,"Agriculture, Biotechnology, Business Produas and Services (B2B), Elearonics (B2C), Energy, Internet Service Provider",25.00,2.00,2.00,5,35,12,6,3,39,31,108,Venture Capital
1547,,,,22.89,,,,,,,,,,,,,,,,,,,,,,,,,Government
1548,6,,,100.00,,Later Stage VC,99.50,34.50,Venture Capital,6,,,,5,2,,"Consumer Produas and Services (82C), Other Information Technology, Software",,,,,5,,,,5,2,6,"Growth/Expansion
"
1549,,,,13.86,,,,,,,,,,,,,Asset Management,,,,,,,,,,,,Fund of Funds
1550,40,,2,10.00,0.50,Seed Round,,3.80,Venture Capital,,,,,23,14,,"Healthcare Devices and Supplies, Software",10.00,10.00,10.00,2,5,2,2,,23,14,40,Venture Capital
1551,38,,2,200.00,7.00,Later Stage VC,26.20,14.70,Venture Capital,,,,,,19,200,Software,200.00,175.00,150.00,2,,,,,2,19,38,Venture Capital
1552,24,,,15.00,,Later Stage VC,593.00,73.00,Venture Capital,24,23,19,11,23,2,15,"Business Products and Services (B2B), Financial Services, Healthcare, Information Technology",15.00,15.00,15.00,,24,23,15,9,23,2,24,Venture Capital
1553,136,,3,100.00,,Seed Round,,3.00,Venture Capital,24,13,7,,52,68,3.66,"Consumer Non-Durables, Retail, Software",3.66,0.75,0.36,3,22,12,5,,52,68,136,Angel (individual)
1554,12,,2,0.07,1.56,Later Stage VC,"74,314.06","1,164.06",Venture Capital,11,7,,,12,,2.09,Industrial Supplies and Parts,2.09,1.32,0.55,2,11,7,,,12,,12,Venture Capital
1555,,,,97.15,,,,,,,,,,,,,,6.60,6.60,6.60,,,,,,,,,Family Office
1556,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,,,Lender/Debt Provider
1557,41,,,5.00,,Early Stage VC,,0.50,Venture Capital,25,10,5,,19,8,,"Business Products and Services (B2B), Business/Productivity Software, Financial Services, Healthcare, IT Services, Rea",,,,,25,9,2,,19,8,41,Venture Capital
1558,34,,2,52.35,9.09,Early Stage VC,,25.00,Venture Capital,32,16,8,,20,7,,Software,52.35,52.35,52.35,2,32,15,7,3,20,7,34,Venture Capital
1559,11,,,123.83,,Buyout/LBO,,,Private Equity,9,6,,,4,2,,"Commercial Products, Healthcare Technology Systems",,,,,9,5,2,2,4,2,11,Family Office
1560,93,,,22.45,,Grant,,1.90,Other,27,7,,,64,26,,Software,,,,,26,6,,,64,26,93,Government
1561,3,,3,123.90,10.06,Early Stage VC,65.84,15.84,Venture Capital,,,,,,2,57.38,"Other Financial Services, Software",57.38,9.10,9.10,3,,,,,1,2,3,Venture Capital
1562,97,,4,95.00,47.29,Early Stage VC,,,Venture Capital,64,24,12,,47,19,57,"Apparel and Accessories, Capital Markets/Institutions, Commercial Banks, Commercial Products, Commercial Service",57.00,16.45,2.80,4,62,23,9,2,47,19,97,Venture Capital
1563,9,,,50.00,,PE Growth/Expansion,,,Private Equity,,,,,,9,,"Distributors/Wholesale, Materials and Resources",,,,,,,,,,9,9,PE/Buyout
1564,,,,35.88,,Merger/Acquisition,0.32,0.32,Corporate,,,,,,,,Insurance,,,,,,,,,,,,Holding Company
1565,102,,3,51.24,87.20,Later Stage VC,"1,005.00",125.00,Venture Capital,94,44,25,13,72,9,90,"Communications and Networking, Compu.:er Hardware, Healthcare Services, Healthcare Technology Systems, IT Serv",90.00,50.00,1.24,3,91,41,23,10,72,9,102,Venture Capital
1566,76,,4,117.00,191.48,Seed Round,7.22,1.22,Venture Capital,71,40,24,14,46,7,35,"Business/Productivity Software, Financial Software, Healthcare Devices and Supplies, Healthcare Technology Systems",160.00,58.68,35.00,4,70,38,23,10,46,7,76,Venture Capital
1567,2,,,108.15,,Later Stage VC,52.78,2.78,Venture Capital,,,,,,,,"Consumer Non-Durables, Retail",,,,,,,,,1,,2,Limited Partner
1568,50,,3,100.00,3.48,Later Stage VC,,0.80,Venture Capital,,,,,8,38,20.04,Software,80.00,20.04,20.00,3,,,,,8,38,50,Venture Capital
1569,22,,,4.70,,Seed Round,,1.30,Venture Capital,19,13,8,,17,,,"Agriculture, Capital Markets/Institutions, Healthcare, Insurance, Other Financial Services",,,,,19,13,7,5,17,,22,Not-For-Profit Venture Ca ...
1570,3,,,160.96,,PE Growth/Expansion,,20.00,Private Equity,3,1,,,,,,"Agriculture, Energy Equipment, Energy Services, Financial Services",,,,,3,1,,,3,,3,Venture Capital
1571,19,,,30.00,57.52,Early Stage VC,,,Venture Capital,13,11,8,6,16,2,100,"financial Services, Software",100.00,100.00,100.00,,13,11,8,4,16,2,19,Venture Capital
1572,77,,5,1.18,0.10,Early Stage VC,150.00,40.00,Venture Capital,67,37,21,8,57,11,,"Apparel and Accessories, Application Software, Automation/Workflow Software, Business/Productivity Software, Cam",1.18,1.18,1.18,5,66,36,20,2,57,11,77,Venture Capital
1573,8,,2,110.00,2.36,Later Stage VC,,21.70,Venture Capital,,,,,,9,,"Consumer Durables, Healthcare Services, Retail, Software",40.00,40.00,40.00,2,,,,,,9,8,Family Office
1574,20,,,64.00,17.82,Buyout/LBO,,,Private Equity,8,2,,,9,,64,Beverages,64.00,64.00,64.00,,8,2,,,9,5,20,Growth/Expansion
1575,,,3,5.00,,,,,,,,,,,,,,5.00,5.00,5.00,3,,,,,,,,Lender/Debt Provider
1576,41,,2,60.00,11.25,Later Stage VC,830.00,100.00,Venture Capital,28,12,4,,30,8,25,"Biocechnology, Software",25.00,17.50,10.00,2,26,10,4,2,30,8,41,Venture Capital
1577,11,,,7.90,,Later Stage VC,,1.32,Venture Capital,3,,,,9,2,7.43,"Containers and Packaging, Software",7.43,7.43,7.43,,2,,,,9,2,11,Venture Capital
1578,64,,1,0.50,0.00,Early Stage VC,,3.00,Venture Capital,7,3,,,11,56,0.5,"Semiconductors, SofMare",0.50,0.50,0.50,1,7,3,3,,11,56,64,Asset Manager
1579,58,,2,20.00,6.40,Seed Round,,3.00,Venture Capital,33,14,9,4,37,16,16,"Business Products and Services (B2B), Software",16.00,11.05,6.10,2,32,13,7,4,37,16,58,Venture Capital
1580,32,,2,25.00,9.78,Early Stage VC,156.00,56.00,Venture Capital,29,15,9,,19,2,15,"Business Products and Services (B2B), Energy, Healthcare. Insurance, Materials and Resources, Movies, Music and En",15.00,12.50,10.00,2,29,14,8,2,19,2,32,Venture Capital
1581,22,,,12.00,0.01,Later Stage VC,142.50,42.50,Venture Capital,3,,,,4,9,11.83,Healthcare Devices and Supplies,11.83,11.83,11.83,,3,1,,,4,9,22,Venture Capital
1582,,,,5.09,,Grant,,0.05,Other,,,,,,1,,Commercial Services,,,,,,,,,,,,Other
1583,24,,,186.40,,Accelerator/Incubator,,0.03,Other,15,4,,,23,,,Healthcare Devices and Supplies,,,,,14,,,,23,,24,Accelerator/Incubator
1584,2,,,116.81,,Grant,,0.18,Other,,,,,,,,Commercial Services,,,,,,,,,,,2,Other
1585,,,,126.50,,,,,,,,,,,1,,"Other Business Products and Services, Software",,,,,,,,,,1,1,Limited Partner
1586,26,,,108.60,4.98,Seed Round,,4.50,Venture Capital,,,,,9,8,43.5,"Chemicals and Gases, Consumer Non-Durables, SofMare",43.50,43.50,43.50,,5,3,3,2,9,8,26,"
Not·For-P,ofit Ventu,e Ca..."
1587,,,,16.18,,Joint Venture,,,Other,,,,,,1,,"Commercial Products, Commercial Services",,,,,,,,,1,1,,limited Partner
1588,11,,,20.40,,Later Stage VC,65.00,22.35,Venture Capital,10,,,,7,3,,"Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology",,,,,9,,,,7,3,11,Venture Capital
1589,,,,2.00,0.06,,,,,,,,,,,2,,2.00,2.00,2.00,,,,,,,,,Venture Capital
1590,43,,2,110.00,27.97,Later Stage VC,37.50,10.00,Venture Capital,33,13,10,,16,8,52.18,"Commercial Products, Commercial Transportation, Insurance, Other Business Products and Services, Other Financial",52.18,48.97,45.77,2,33,12,8,4,16,8,43,Venture Capital
1591,54,,3,178.80,111.85,Later Stage VC,220.00,40.00,Venture Capital,33,13,9,,23,21,150,"Industrial Supplies and Parts, Machinery (B2B), Other Transportation, Road, Software, Transportation",150.00,87.77,36.00,3,33,12,6,,23,21,54,Venture Capital
1592,30,,,38.40,,Later Stage VC,"1,400.00",140.00,Venture Capital,21,7,6,,24,4,38.4,"Business Products and Services (B2B), Media, Software",38.40,38.40,38.40,,19,7,4,2,24,4,30,Venture Capital
1593,36,,,32.08,,Seed Round,,4.27,Venture Capital,34,15,8,,23,,,"Agriculture, Biotechnology, Building Products, Commercial Transportation, Electrical Equipment, Energy, Environmen",,,,,34,14,7,2,23,,36,Venture Capital
1594,2,,,175.00,144.51,Seed Round,21.93,7.00,Venture Capital,2,2,,,,,175,Software,175.00,175.00,175.00,,2,2,2,,2,,2,Venture Capital
1595,58,,,25.00,,Seed Round,33.00,8.00,Venture Capital,47,18,4,,53,6,,"Education and Training Services (B2B), Educational and Training Services (B2C), Environmental Services (B2B), financi",,,,,47,17,4,,53,6,58,Venture Capital
1596,8,,,82.32,,PE Growth/Expansion,,803.24,Private Equity,,2,,,6,3,,"Commercial Transportation, Software",,,,,5,2,2,,6,3,8,limited Partner
1597,,,1,50.00,5.00,Early Stage VC,,7.50,Venture Capital,,,,,,1,50,Pharmaceuticals and Biotechnology,50.00,50.00,50.00,1,,,,,,,,Venture Capital
1598,11,,2,195.00,48.98,Early Stage VC,,,Venture Capital,8,7,4,,10,,130,"Biotechnology, Software",130.00,97.50,65.00,2,8,7,4,,10,,11,Venture Capital
1599,19,,,150.00,,Seed Round,,17.20,Venture Capital,4,4,4,,5,12,,Software,,,,,4,4,4,3,5,12,19,Venture Capital
1600,,,,13.67,,PIPE,,,Private Equity,,,,,,2,,,,,,,,,,,,2,,Hedge Fund
1601,,,,129.18,,Grant,,0.01,Other,,,,,1,,,"Healthcare Services, Software",,,,,,,,,,,,limited Partner
1602,6,,,200.00,,Grant,,0.51,Other,6,3,,,6,,,"Agriculture, Other Information Technology, Other Mai::erials, Software",,,,,6,2,,,6,,6,Government
1603,7,,,204.00,,Buyout/lBO,,,Private Equity,2,,,,5,,,"Commercial Services, Distributors/Wholesale, Healthcare, Industrial Supplies and Parts, Information Technology, Mat",,,,,2,1,1,,5,5,7,PE/Buyout
1604,21,,,5.00,,Seed Round,,11.00,Venture Capital,8,2,,,8,10,,Pharmaceuticals and Biotechnology,,,,,8,2,2,,8,10,21,Venture Capital
1605,457,,4,230.00,57.33,Seed Round,20.00,5.10,Venture Capital,143,58,34,15,162,192,85,"Communications and Networking, Healthcare, Media, Media and Information Services (B2B), Software",85.00,72.50,40.00,4,136,53,29,11,162,192,457,Venture Capital
1606,15,,1,26.60,11.97,Early Stage VC,,8.00,Venture Capital,9,,,,8,7,26.6,"Commercial Services, Software",26.60,26.60,26.60,,9,,,,8,7,15,Venture Capital
1607,63,,2,184.00,0.00,Seed Round,11.88,2.88,Venture Capital,4,,,,5,37,44,"BPO/Outsource Services, Consumer Products and Services (B2C), Distributors/Wholes.ale, Energy Services, Financial S",140.00,92.00,44.00,2,4,,,,5,37,63,PE/Buyout
1608,164,,5,103.00,47.10,later Stage VC,204.00,32.00,Venture Capital,66,32,20,8,56,61,50.00,"Healthcare Services, Software",50.00,20.00,2.50,5,65,29,18,3,56,61,164,Venture Capital
1609,31,,,13.60,3.55,later Stage VC,188.38,40.00,Venture Capital,10,,,,14,14,13.60,"Healthcare Technology Systems, Software",13.60,13.60,13.60,,9,,,,14,14,31,Venture Capital
1610,7,,2,3.00,0.30,PEGrowth/Expansion,,170.00,Private Equity,4,,,,5,,,"Construction and Engineering, Environmental Services (B2B), Pharmaceuticals and Biotechnology, Surgical Devices",3.00,3.00,3.00,2,4,,,,5,,7,Venture Capital
1611,,,,40.39,,,,,,,,,,,,,,,,,,,,,,,,,Hedge Fund
1612,1,,,79.46,,Merger/Acquisition,,,Corporate,,,,,,,,,,,,,,,,,,,1,Corporation
1613,23,,,30.00,0.00,later Stage VC,805.55,29.30,Venture Capital,,,,,,17,15.00,"Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Ocher Healthcare, Other Info,",15.00,15.00,15.00,,,,,,,17,23,Corporate Venture Capital
1614,7,,,30.60,16.39,Early Stage VC,,3.00,Venture Capital,4,2,,,5,,30.58,"Consume, Our.ables, Consumer Non-Durables, Healthcare Devices and Supplies, Healthcare Services, Healthcare Tee",30.58,30.58,30.58,,4,2,,,5,1,7,Venture Capital
1615,45,,2,104.00,3.42,Secondary Transaction,,,Venture Capital,,,,,,24,104.00,Software,104.00,75.50,47.00,2,1,,,,,24,45,Venture Capital
1616,16,,2,10.00,0.88,later Stage VC,,2.50,Venture Capital,6,,,,11,4,,"Consumer Non-Durables, Retail, Software",10.00,10.00,10.00,2,5,,,,11,4,16,Venture Capital
1617,82,,5,43.00,7.14,Seed Round,,0.95,Venture Capital,40,11,6,,22,36,10.07,"Alternative Energy Equipment, Biotechnology, Computer Hardware, Consumer Non-Durables, Media, Semiconductors",14.00,11.50,10.07,5,37,9,5,2,22,36,82,Venture Capital
1618,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,limited Partner
1619,8,,,202.00,,later Stage VC,,0.03,Venture Capital,6,4,,,6,,,,,,,,6,4,3,,6,,8,Venture Capital
1620,,,,13.72,,,,,,,,,,,,,Heali::hcare Services,,,,,,,,,,,,Corporation
1621,3,,,30.67,,Merger/Acquisition,,,Corporate,1,,,,,,,Insurance,,,,,,,,,,,3,limited Partner
1622,32,,2,100.00,,Early Stage VC,,20.00,Venture Capital,20,7,4,4,25,3,,"Internet Service Providers, Software",50.00,50.00,50.00,2,20,6,4,2,25,3,32,Venture Capital
1623,so,,3,74.62,11.46,Seed Round,9.14,1.15,Venture Capital,2,,,,8,15,23.44,Software,41.19,23.44,10.00,3,2,,,,8,15,50,Venture Capital
1624,162,,3,146.70,41.37,Seed Round,,3.80,Venture Capital,85,27,11,,72,45,75.00,"Consumer Products and Services (B2C), Software",75.00,46.20,25.50,3,82,25,8,3,72,45,162,Venture Capital
1625,14,,2,18.92,6.25,Buyout/lBO,47.00,47.00,Private Equity,9,,,,9,2,6.25,"Exploration, Production and Refining",12.73,9.49,6.25,2,9,2,,,9,2,14,PE/Buyout
1626,7,,2,25.00,0.00,Seed Round,,1.20,Venture Capital,,,,,,,25.00,"Commercial Products, Other Materials",25.00,15.79,6.58,2,,,,,2,5,7,Angel Group
1627,,,,105.98,,Grant,,0.50,Other,,,,,,,,"Other Financial Services, Services (Non•Financial), Software",,,,,,,,,,,,Limited Partner
1628,11,,8,3.00,0.33,Later Stage VC,11.15,5.15,Venture Capital,,,,,,8,,"Consumer Durables, Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Other C",20.00,1.75,0.12,8,,,,,3,8,11,Venture Capital
1629,2,,,35.00,,Seed Round,,,Venture Capital,2,,,,,,,Sohware,,,,,2,,,,,,2,Venture Capital
1630,80,,4,210.00,18.03,Seed Round,,3.71,Venture Capital,55,23,12,,44,17,,"Communications and Networking, Healthcare Technology Systems, Insurance, Logistics, Ocher Information Technolog",85.00,51.00,17.00,4,55,22,10,5,44,17,80,Venture Capital
1631,62,,,30.00,,Seed Round,,0.50,Venture Capital,52,43,33,14,55,,,,,,,,51,43,29,11,55,1,62,Venture Capital
1632,3,,,150.00,,PIPE,,,Private Equity,,,,,,3,,"Services (Non•Financial), Sohware",,,,,,,,,,3,3,Asset Manager
1633,34,,3,63.45,3.17,Early Stage VC,38.00,8.00,Venture Capital,23,12,6,,14,7,,Business/Productivity Software,63.45,63.45,63.45,3,23,10,5,3,14,7,34,Venture Capital
1634,62,,,10.00,,Early Stage VC,31.00,9.00,Venture Capital,23,,,,40,17,,Software,,,,,19,,,,40,17,62,Venture Capital
1635,,,2,87.60,,,,,,,,,,,,87.57,,87.57,73.21,58.84,2,,,,,,,,Lender/Debt Provider
1636,2,,,16.09,,Merger/Acquisition,,,Corporate,,,,,,,,"Commercial Services, Services (Non·Financial)",,,,,,,,,,,2,Limited Partner
1637,13,,2,0.05,0.02,Seed Round,26.60,12.17,Venture Capital,9,2,,,12,,,"Media, Sohware",0.05,0.05,0.05,2,9,2,1,1,12,,13,Venture Capital
1638,114,,7,83.30,6.02,Seed Round,,,Venture Capital,16,4,4,,19,64,,"Commercial Services, Energy Equipment, Healthcare Devices and Supplies, Other Financial Services, Software",43.30,10.00,2.50,7,14,4,2,2,19,64,114,Venture Capital
1639,4,,,5.00,,Seed Round,,,Venture Capital,2,,,,,2,,"Business Products and Services (B2B), Communications and Networking, Computer Hardware, Consumer Products an",,,,,2,,,,2,2,4,Venture Capital
1640,,,,5.00,,,,,,,,,,,,,"Commercial Services, Communications and Networking, Consumer Produas and Services (B2C), Healthcare Devices a",,,,,,,,,,,,Venture Capital
1641,2,,,136.54,7.45,Joint Venture,,,Other,,,,,,,100,"Healthcare Services, Healthcare Technology Systems, Pharmaceuticals and Biotechnology",100.00,100.00,100.00,,,,,,2,,2,"
limited Partner"
1642,19,,2,43.00,4.64,PE Growth/Expansion,27.30,2.30,Private Equity,6,2,,,13,,15.00,"Capital Markets/Institutions, Commercial Banks, Commercial Services, Healthcare Devices and Supplies, Healthcare S",15.00,12.50,10.00,2,5,2,,,13,5,19,PE/Buyout
